id,text,speak,group,note
p0132,M m,Chữ mờ hoa. Chữ mờ thường.,home_letter_pair,clear hoa/thuong
p0133,M / m,Chữ mờ hoa. Chữ mờ thường.,home_letter_pair,exact feedback slash
p0134,mèo,mèo.,home_word,word
p0135,M là chữ mờ,M là chữ mờ.,home_label,label
p0136,Bé vừa nghe chữ M / m,"Bé vừa nghe chữ mờ hoa, chữ mờ thường.",home_feedback,exact app feedback
p0137,Bé vừa nghe chữ M m.,"Bé vừa nghe chữ mờ hoa, chữ mờ thường.",home_feedback,seed compatibility
p0138,Từ gợi nhớ: mèo. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: mèo. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0139,N,Chữ nờ hoa.,home_letter,standard speech
p0140,N n,Chữ nờ hoa. Chữ nờ thường.,home_letter_pair,clear hoa/thuong
p0141,N / n,Chữ nờ hoa. Chữ nờ thường.,home_letter_pair,exact feedback slash
p0142,nón,nón.,home_word,word
p0143,N là chữ nờ,N là chữ nờ.,home_label,label
p0144,Bé vừa nghe chữ N / n,"Bé vừa nghe chữ nờ hoa, chữ nờ thường.",home_feedback,exact app feedback
p0145,Bé vừa nghe chữ N n.,"Bé vừa nghe chữ nờ hoa, chữ nờ thường.",home_feedback,seed compatibility
p0146,Từ gợi nhớ: nón. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: nón. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0147,O,Chữ o hoa.,home_letter,standard speech
p0148,O o,Chữ o hoa. Chữ o thường.,home_letter_pair,clear hoa/thuong
p0149,O / o,Chữ o hoa. Chữ o thường.,home_letter_pair,exact feedback slash
p0150,ong,ong.,home_word,word
p0151,O là chữ o,O là chữ o.,home_label,label
p0152,Bé vừa nghe chữ O / o,"Bé vừa nghe chữ o hoa, chữ o thường.",home_feedback,exact app feedback
p0153,Bé vừa nghe chữ O o.,"Bé vừa nghe chữ o hoa, chữ o thường.",home_feedback,seed compatibility
p0154,Từ gợi nhớ: ong. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: ong. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0155,Ô,Chữ ô hoa.,home_letter,standard speech
p0156,Ô ô,Chữ ô hoa. Chữ ô thường.,home_letter_pair,clear hoa/thuong
p0157,Ô / ô,Chữ ô hoa. Chữ ô thường.,home_letter_pair,exact feedback slash
p0158,ô tô,ô tô.,home_word,word
p0159,Ô là chữ ô,Ô là chữ ô.,home_label,label
p0160,Bé vừa nghe chữ Ô / ô,"Bé vừa nghe chữ ô hoa, chữ ô thường.",home_feedback,exact app feedback
p0161,Bé vừa nghe chữ Ô ô.,"Bé vừa nghe chữ ô hoa, chữ ô thường.",home_feedback,seed compatibility
p0162,Từ gợi nhớ: ô tô. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: ô tô. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0163,Ơ,Chữ ơ hoa.,home_letter,standard speech
p0164,Ơ ơ,Chữ ơ hoa. Chữ ơ thường.,home_letter_pair,clear hoa/thuong
p0165,Ơ / ơ,Chữ ơ hoa. Chữ ơ thường.,home_letter_pair,exact feedback slash
p0166,ớt,ớt.,home_word,word
p0167,Ơ là chữ ơ,Ơ là chữ ơ.,home_label,label
p0168,Bé vừa nghe chữ Ơ / ơ,"Bé vừa nghe chữ ơ hoa, chữ ơ thường.",home_feedback,exact app feedback
p0169,Bé vừa nghe chữ Ơ ơ.,"Bé vừa nghe chữ ơ hoa, chữ ơ thường.",home_feedback,seed compatibility
p0170,Từ gợi nhớ: ớt. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: ớt. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0171,P,Chữ pờ hoa.,home_letter,standard speech
p0172,P p,Chữ pờ hoa. Chữ pờ thường.,home_letter_pair,clear hoa/thuong
p0173,P / p,Chữ pờ hoa. Chữ pờ thường.,home_letter_pair,exact feedback slash
p0174,pin,pin.,home_word,word
p0175,P là chữ pờ,P là chữ pờ.,home_label,label
p0176,Bé vừa nghe chữ P / p,"Bé vừa nghe chữ pờ hoa, chữ pờ thường.",home_feedback,exact app feedback
p0177,Bé vừa nghe chữ P p.,"Bé vừa nghe chữ pờ hoa, chữ pờ thường.",home_feedback,seed compatibility
p0178,Từ gợi nhớ: pin. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: pin. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0179,Q,Chữ quy hoa.,home_letter,standard speech
p0180,Q q,Chữ quy hoa. Chữ quy thường.,home_letter_pair,clear hoa/thuong
p0181,Q / q,Chữ quy hoa. Chữ quy thường.,home_letter_pair,exact feedback slash
p0182,quả,quả.,home_word,word
p0183,Q là chữ quy,Q là chữ quy.,home_label,label
p0184,Bé vừa nghe chữ Q / q,"Bé vừa nghe chữ quy hoa, chữ quy thường.",home_feedback,exact app feedback
p0185,Bé vừa nghe chữ Q q.,"Bé vừa nghe chữ quy hoa, chữ quy thường.",home_feedback,seed compatibility
p0186,Từ gợi nhớ: quả. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: quả. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0187,R,Chữ rờ hoa.,home_letter,standard speech
p0188,R r,Chữ rờ hoa. Chữ rờ thường.,home_letter_pair,clear hoa/thuong
p0189,R / r,Chữ rờ hoa. Chữ rờ thường.,home_letter_pair,exact feedback slash
p0190,rùa,rùa.,home_word,word
p0191,R là chữ rờ,R là chữ rờ.,home_label,label
p0192,Bé vừa nghe chữ R / r,"Bé vừa nghe chữ rờ hoa, chữ rờ thường.",home_feedback,exact app feedback
p0193,Bé vừa nghe chữ R r.,"Bé vừa nghe chữ rờ hoa, chữ rờ thường.",home_feedback,seed compatibility
p0194,Từ gợi nhớ: rùa. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: rùa. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0195,S,Chữ sờ hoa.,home_letter,standard speech
p0196,S s,Chữ sờ hoa. Chữ sờ thường.,home_letter_pair,clear hoa/thuong
p0197,S / s,Chữ sờ hoa. Chữ sờ thường.,home_letter_pair,exact feedback slash
p0198,sao,sao.,home_word,word
p0199,S là chữ sờ,S là chữ sờ.,home_label,label
p0200,Bé vừa nghe chữ S / s,"Bé vừa nghe chữ sờ hoa, chữ sờ thường.",home_feedback,exact app feedback
p0201,Bé vừa nghe chữ S s.,"Bé vừa nghe chữ sờ hoa, chữ sờ thường.",home_feedback,seed compatibility
p0202,Từ gợi nhớ: sao. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: sao. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0203,T,Chữ tờ hoa.,home_letter,standard speech
p0204,T t,Chữ tờ hoa. Chữ tờ thường.,home_letter_pair,clear hoa/thuong
p0205,T / t,Chữ tờ hoa. Chữ tờ thường.,home_letter_pair,exact feedback slash
p0206,táo,táo.,home_word,word
p0207,T là chữ tờ,T là chữ tờ.,home_label,label
p0208,Bé vừa nghe chữ T / t,"Bé vừa nghe chữ tờ hoa, chữ tờ thường.",home_feedback,exact app feedback
p0209,Bé vừa nghe chữ T t.,"Bé vừa nghe chữ tờ hoa, chữ tờ thường.",home_feedback,seed compatibility
p0210,Từ gợi nhớ: táo. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: táo. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0211,U,Chữ u hoa.,home_letter,standard speech
p0212,U u,Chữ u hoa. Chữ u thường.,home_letter_pair,clear hoa/thuong
p0213,U / u,Chữ u hoa. Chữ u thường.,home_letter_pair,exact feedback slash
p0214,ủng,ủng.,home_word,word
p0215,U là chữ u,U là chữ u.,home_label,label
p0216,Bé vừa nghe chữ U / u,"Bé vừa nghe chữ u hoa, chữ u thường.",home_feedback,exact app feedback
p0217,Bé vừa nghe chữ U u.,"Bé vừa nghe chữ u hoa, chữ u thường.",home_feedback,seed compatibility
p0218,Từ gợi nhớ: ủng. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: ủng. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0219,Ư,Chữ ư hoa.,home_letter,standard speech
p0220,Ư ư,Chữ ư hoa. Chữ ư thường.,home_letter_pair,clear hoa/thuong
p0221,Ư / ư,Chữ ư hoa. Chữ ư thường.,home_letter_pair,exact feedback slash
p0222,ướt,ướt.,home_word,word
p0223,Ư là chữ ư,Ư là chữ ư.,home_label,label
p0224,Bé vừa nghe chữ Ư / ư,"Bé vừa nghe chữ ư hoa, chữ ư thường.",home_feedback,exact app feedback
p0225,Bé vừa nghe chữ Ư ư.,"Bé vừa nghe chữ ư hoa, chữ ư thường.",home_feedback,seed compatibility
p0226,Từ gợi nhớ: ướt. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: ướt. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0227,V,Chữ vờ hoa.,home_letter,standard speech
p0228,V v,Chữ vờ hoa. Chữ vờ thường.,home_letter_pair,clear hoa/thuong
p0229,V / v,Chữ vờ hoa. Chữ vờ thường.,home_letter_pair,exact feedback slash
p0230,voi,voi.,home_word,word
p0231,V là chữ vờ,V là chữ vờ.,home_label,label
p0232,Bé vừa nghe chữ V / v,"Bé vừa nghe chữ vờ hoa, chữ vờ thường.",home_feedback,exact app feedback
p0233,Bé vừa nghe chữ V v.,"Bé vừa nghe chữ vờ hoa, chữ vờ thường.",home_feedback,seed compatibility
p0234,Từ gợi nhớ: voi. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: voi. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0235,X,Chữ xờ hoa.,home_letter,standard speech
p0236,X x,Chữ xờ hoa. Chữ xờ thường.,home_letter_pair,clear hoa/thuong
p0237,X / x,Chữ xờ hoa. Chữ xờ thường.,home_letter_pair,exact feedback slash
p0238,xe,xe.,home_word,word
p0239,X là chữ xờ,X là chữ xờ.,home_label,label
p0240,Bé vừa nghe chữ X / x,"Bé vừa nghe chữ xờ hoa, chữ xờ thường.",home_feedback,exact app feedback
p0241,Bé vừa nghe chữ X x.,"Bé vừa nghe chữ xờ hoa, chữ xờ thường.",home_feedback,seed compatibility
p0242,Từ gợi nhớ: xe. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: xe. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0243,Y,Chữ i dài hoa.,home_letter,standard speech
p0244,Y y,Chữ i dài hoa. Chữ i dài thường.,home_letter_pair,clear hoa/thuong
p0245,Y / y,Chữ i dài hoa. Chữ i dài thường.,home_letter_pair,exact feedback slash
p0246,y tá,y tá.,home_word,word
p0247,Y là chữ y,Y là chữ y.,home_label,label
p0248,Bé vừa nghe chữ Y / y,"Bé vừa nghe chữ i dài hoa, chữ i dài thường.",home_feedback,exact app feedback
p0249,Bé vừa nghe chữ Y y.,"Bé vừa nghe chữ i dài hoa, chữ i dài thường.",home_feedback,seed compatibility
p0250,Từ gợi nhớ: y tá. Bấm Đọc lại nếu muốn nghe thêm.,Từ gợi nhớ: y tá. Bấm Đọc lại nếu muốn nghe thêm.,home_feedback,word hint
p0251,0,Số không.,home_digit_compat,digit compatibility
p0252,số 0,số 0.,home_digit_word,digit word
p0253,Bé vừa nghe chữ 0,Bé vừa nghe số không.,home_digit_feedback,digit feedback
p0254,1,Số một.,home_digit_compat,digit compatibility
p0255,số 1,số 1.,home_digit_word,digit word
p0256,Bé vừa nghe chữ 1,Bé vừa nghe số một.,home_digit_feedback,digit feedback
p0257,2,Số hai.,home_digit_compat,digit compatibility
p0258,số 2,số 2.,home_digit_word,digit word
p0259,Bé vừa nghe chữ 2,Bé vừa nghe số hai.,home_digit_feedback,digit feedback
p0260,3,Số ba.,home_digit_compat,digit compatibility
p0261,số 3,số 3.,home_digit_word,digit word
p0262,Bé vừa nghe chữ 3,Bé vừa nghe số ba.,home_digit_feedback,digit feedback
p0263,4,Số bốn.,home_digit_compat,digit compatibility
p0264,số 4,số 4.,home_digit_word,digit word
p0265,Bé vừa nghe chữ 4,Bé vừa nghe số bốn.,home_digit_feedback,digit feedback
p0266,5,Số năm.,home_digit_compat,digit compatibility
p0267,số 5,số 5.,home_digit_word,digit word
p0268,Bé vừa nghe chữ 5,Bé vừa nghe số năm.,home_digit_feedback,digit feedback
p0269,6,Số sáu.,home_digit_compat,digit compatibility
p0270,số 6,số 6.,home_digit_word,digit word
p0271,Bé vừa nghe chữ 6,Bé vừa nghe số sáu.,home_digit_feedback,digit feedback
p0272,7,Số bảy.,home_digit_compat,digit compatibility
p0273,số 7,số 7.,home_digit_word,digit word
p0274,Bé vừa nghe chữ 7,Bé vừa nghe số bảy.,home_digit_feedback,digit feedback
p0275,8,Số tám.,home_digit_compat,digit compatibility
p0276,số 8,số 8.,home_digit_word,digit word
p0277,Bé vừa nghe chữ 8,Bé vừa nghe số tám.,home_digit_feedback,digit feedback
p0278,9,Số chín.,home_digit_compat,digit compatibility
p0279,số 9,số 9.,home_digit_word,digit word
p0280,Bé vừa nghe chữ 9,Bé vừa nghe số chín.,home_digit_feedback,digit feedback
p0281,Vườn học,Vườn học.,garden_ui,title
p0282,Bản đồ,Bản đồ.,garden_ui,button
p0283,Bản đồ vườn học,Bản đồ vườn học.,garden_map,title
p0284,Chọn khu học để bé bắt đầu vui học.,Chọn khu học để bé bắt đầu vui học.,garden_map,subtitle
p0285,Đã vào bản đồ vườn học.,Đã vào bản đồ vườn học.,garden_map,log
p0286,🧩 Nhận dạng hình,Nhận dạng hình.,garden_zone_name,shape
p0287,"Tam giác, vuông, chữ nhật, tròn, bầu dục.","Tam giác, vuông, chữ nhật, tròn, bầu dục.",garden_zone_desc,shape
p0288,🎨 Màu sắc,Màu sắc.,garden_zone_name,color
p0289,Nhìn hình rồi chọn màu đúng.,Nhìn hình rồi chọn màu đúng.,garden_zone_desc,color
p0290,📏 To / nhỏ,"To, nhỏ.",garden_zone_name,size
p0291,"Nâng cấp: lớn hơn, nhỏ hơn, bằng nhau.","Nâng cấp: lớn hơn, nhỏ hơn, bằng nhau.",garden_zone_desc,size
p0292,🧠 Ghép mẫu,Ghép mẫu.,garden_zone_name,match
p0293,Cầm tay chỉ việc: nhìn mẫu rồi chạm vào hình giống y như mẫu.,Cầm tay chỉ việc: nhìn mẫu rồi chạm vào hình giống y như mẫu.,garden_zone_desc,match
p0294,👂 Nghe chọn hình,Nghe chọn hình.,garden_zone_name,listen
p0295,Nghe lời đọc rồi chọn hình đúng.,Nghe lời đọc rồi chọn hình đúng.,garden_zone_desc,listen
p0296,🕘 Xem giờ,Xem giờ.,garden_zone_name,clock
p0297,Nhìn đồng hồ kim rồi chọn đúng giờ.,Nhìn đồng hồ kim rồi chọn đúng giờ.,garden_zone_desc,clock
p0298,🐾 Con gì,Con gì.,garden_zone_name,animal
p0299,Nhìn con vật lớn rồi chọn tên đúng.,Nhìn con vật lớn rồi chọn tên đúng.,garden_zone_desc,animal
p0300,🧸 Đồ vật,Đồ vật.,garden_zone_name,object
p0301,"Ảnh thật đã rà tay, chọn tên đúng.","Ảnh thật đã rà tay, chọn tên đúng.",garden_zone_desc,object
p0302,🍎 Rau quả,Rau quả.,garden_zone_name,food
p0303,"Rau quả đã rà tay, không trộn nhãn.","Rau quả đã rà tay, không trộn nhãn.",garden_zone_desc,food
