id,text,speak,group,note
p0048,Gợi ý nhé. Kết quả là 16. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là mười sáu. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0049,Chưa đúng. 2 nhân 8 bằng 16.,Chưa đúng. hai nhân tám bằng mười sáu.,wrong,from_uploaded_html_embedded_map
p0050,2 nhân 9 bằng bao nhiêu?,hai nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0051,Gợi ý nhé. Kết quả là 18. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là mười tám. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0052,Chưa đúng. 2 nhân 9 bằng 18.,Chưa đúng. hai nhân chín bằng mười tám.,wrong,from_uploaded_html_embedded_map
p0053,2 nhân 10 bằng bao nhiêu?,hai nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0054,Gợi ý nhé. Kết quả là 20. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0055,Chưa đúng. 2 nhân 10 bằng 20.,Chưa đúng. hai nhân mười bằng hai mươi.,wrong,from_uploaded_html_embedded_map
p0056,3 nhân 1 bằng bao nhiêu?,ba nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0057,Chưa đúng. 3 nhân 1 bằng 3.,Chưa đúng. ba nhân một bằng ba.,wrong,from_uploaded_html_embedded_map
p0058,3 nhân 2 bằng bao nhiêu?,ba nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0059,Chưa đúng. 3 nhân 2 bằng 6.,Chưa đúng. ba nhân hai bằng sáu.,wrong,from_uploaded_html_embedded_map
p0060,3 nhân 3 bằng bao nhiêu?,ba nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0061,Chưa đúng. 3 nhân 3 bằng 9.,Chưa đúng. ba nhân ba bằng chín.,wrong,from_uploaded_html_embedded_map
p0062,3 nhân 4 bằng bao nhiêu?,ba nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0063,Chưa đúng. 3 nhân 4 bằng 12.,Chưa đúng. ba nhân bốn bằng mười hai.,wrong,from_uploaded_html_embedded_map
p0064,3 nhân 5 bằng bao nhiêu?,ba nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0065,Gợi ý nhé. Kết quả là 15. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là mười lăm. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0066,Chưa đúng. 3 nhân 5 bằng 15.,Chưa đúng. ba nhân năm bằng mười lăm.,wrong,from_uploaded_html_embedded_map
p0067,3 nhân 6 bằng bao nhiêu?,ba nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0068,Chưa đúng. 3 nhân 6 bằng 18.,Chưa đúng. ba nhân sáu bằng mười tám.,wrong,from_uploaded_html_embedded_map
p0069,3 nhân 7 bằng bao nhiêu?,ba nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0070,Gợi ý nhé. Kết quả là 21. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi mốt. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0071,Chưa đúng. 3 nhân 7 bằng 21.,Chưa đúng. ba nhân bảy bằng hai mươi mốt.,wrong,from_uploaded_html_embedded_map
p0072,3 nhân 8 bằng bao nhiêu?,ba nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0073,Gợi ý nhé. Kết quả là 24. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi bốn. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0074,Chưa đúng. 3 nhân 8 bằng 24.,Chưa đúng. ba nhân tám bằng hai mươi bốn.,wrong,from_uploaded_html_embedded_map
p0075,3 nhân 9 bằng bao nhiêu?,ba nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0076,Gợi ý nhé. Kết quả là 27. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi bảy. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0077,Chưa đúng. 3 nhân 9 bằng 27.,Chưa đúng. ba nhân chín bằng hai mươi bảy.,wrong,from_uploaded_html_embedded_map
p0078,3 nhân 10 bằng bao nhiêu?,ba nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0079,Gợi ý nhé. Kết quả là 30. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là ba mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0080,Chưa đúng. 3 nhân 10 bằng 30.,Chưa đúng. ba nhân mười bằng ba mươi.,wrong,from_uploaded_html_embedded_map
p0081,4 nhân 1 bằng bao nhiêu?,bốn nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0082,Chưa đúng. 4 nhân 1 bằng 4.,Chưa đúng. bốn nhân một bằng bốn.,wrong,from_uploaded_html_embedded_map
p0083,4 nhân 2 bằng bao nhiêu?,bốn nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0084,Chưa đúng. 4 nhân 2 bằng 8.,Chưa đúng. bốn nhân hai bằng tám.,wrong,from_uploaded_html_embedded_map
p0085,4 nhân 3 bằng bao nhiêu?,bốn nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0086,Chưa đúng. 4 nhân 3 bằng 12.,Chưa đúng. bốn nhân ba bằng mười hai.,wrong,from_uploaded_html_embedded_map
p0087,4 nhân 4 bằng bao nhiêu?,bốn nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0088,Chưa đúng. 4 nhân 4 bằng 16.,Chưa đúng. bốn nhân bốn bằng mười sáu.,wrong,from_uploaded_html_embedded_map
p0089,4 nhân 5 bằng bao nhiêu?,bốn nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0090,Chưa đúng. 4 nhân 5 bằng 20.,Chưa đúng. bốn nhân năm bằng hai mươi.,wrong,from_uploaded_html_embedded_map
p0091,4 nhân 6 bằng bao nhiêu?,bốn nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0092,Chưa đúng. 4 nhân 6 bằng 24.,Chưa đúng. bốn nhân sáu bằng hai mươi bốn.,wrong,from_uploaded_html_embedded_map
p0093,4 nhân 7 bằng bao nhiêu?,bốn nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0094,Gợi ý nhé. Kết quả là 28. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi tám. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0095,Chưa đúng. 4 nhân 7 bằng 28.,Chưa đúng. bốn nhân bảy bằng hai mươi tám.,wrong,from_uploaded_html_embedded_map
p0096,4 nhân 8 bằng bao nhiêu?,bốn nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0097,Gợi ý nhé. Kết quả là 32. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là ba mươi hai. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0098,Chưa đúng. 4 nhân 8 bằng 32.,Chưa đúng. bốn nhân tám bằng ba mươi hai.,wrong,from_uploaded_html_embedded_map
p0099,4 nhân 9 bằng bao nhiêu?,bốn nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0100,Gợi ý nhé. Kết quả là 36. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là ba mươi sáu. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0101,Chưa đúng. 4 nhân 9 bằng 36.,Chưa đúng. bốn nhân chín bằng ba mươi sáu.,wrong,from_uploaded_html_embedded_map
p0102,4 nhân 10 bằng bao nhiêu?,bốn nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0103,Gợi ý nhé. Kết quả là 40. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bốn mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0104,Chưa đúng. 4 nhân 10 bằng 40.,Chưa đúng. bốn nhân mười bằng bốn mươi.,wrong,from_uploaded_html_embedded_map
p0105,5 nhân 1 bằng bao nhiêu?,năm nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0106,Chưa đúng. 5 nhân 1 bằng 5.,Chưa đúng. năm nhân một bằng năm.,wrong,from_uploaded_html_embedded_map
p0107,5 nhân 2 bằng bao nhiêu?,năm nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0108,Chưa đúng. 5 nhân 2 bằng 10.,Chưa đúng. năm nhân hai bằng mười.,wrong,from_uploaded_html_embedded_map
p0109,5 nhân 3 bằng bao nhiêu?,năm nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0110,Chưa đúng. 5 nhân 3 bằng 15.,Chưa đúng. năm nhân ba bằng mười lăm.,wrong,from_uploaded_html_embedded_map
p0111,5 nhân 4 bằng bao nhiêu?,năm nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0112,Chưa đúng. 5 nhân 4 bằng 20.,Chưa đúng. năm nhân bốn bằng hai mươi.,wrong,from_uploaded_html_embedded_map
p0113,5 nhân 5 bằng bao nhiêu?,năm nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0114,Gợi ý nhé. Kết quả là 25. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là hai mươi lăm. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0115,Chưa đúng. 5 nhân 5 bằng 25.,Chưa đúng. năm nhân năm bằng hai mươi lăm.,wrong,from_uploaded_html_embedded_map
p0116,5 nhân 6 bằng bao nhiêu?,năm nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0117,Chưa đúng. 5 nhân 6 bằng 30.,Chưa đúng. năm nhân sáu bằng ba mươi.,wrong,from_uploaded_html_embedded_map
p0118,5 nhân 7 bằng bao nhiêu?,năm nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0119,Gợi ý nhé. Kết quả là 35. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là ba mươi lăm. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0120,Chưa đúng. 5 nhân 7 bằng 35.,Chưa đúng. năm nhân bảy bằng ba mươi lăm.,wrong,from_uploaded_html_embedded_map
p0121,5 nhân 8 bằng bao nhiêu?,năm nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0122,Chưa đúng. 5 nhân 8 bằng 40.,Chưa đúng. năm nhân tám bằng bốn mươi.,wrong,from_uploaded_html_embedded_map
p0123,5 nhân 9 bằng bao nhiêu?,năm nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0124,Gợi ý nhé. Kết quả là 45. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bốn mươi lăm. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0125,Chưa đúng. 5 nhân 9 bằng 45.,Chưa đúng. năm nhân chín bằng bốn mươi lăm.,wrong,from_uploaded_html_embedded_map
p0126,5 nhân 10 bằng bao nhiêu?,năm nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0127,Gợi ý nhé. Kết quả là 50. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là năm mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0128,Chưa đúng. 5 nhân 10 bằng 50.,Chưa đúng. năm nhân mười bằng năm mươi.,wrong,from_uploaded_html_embedded_map
p0129,6 nhân 1 bằng bao nhiêu?,sáu nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0130,Chưa đúng. 6 nhân 1 bằng 6.,Chưa đúng. sáu nhân một bằng sáu.,wrong,from_uploaded_html_embedded_map
p0131,6 nhân 2 bằng bao nhiêu?,sáu nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0132,Chưa đúng. 6 nhân 2 bằng 12.,Chưa đúng. sáu nhân hai bằng mười hai.,wrong,from_uploaded_html_embedded_map
p0133,6 nhân 3 bằng bao nhiêu?,sáu nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0134,Chưa đúng. 6 nhân 3 bằng 18.,Chưa đúng. sáu nhân ba bằng mười tám.,wrong,from_uploaded_html_embedded_map
p0135,6 nhân 4 bằng bao nhiêu?,sáu nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0136,Chưa đúng. 6 nhân 4 bằng 24.,Chưa đúng. sáu nhân bốn bằng hai mươi bốn.,wrong,from_uploaded_html_embedded_map
p0137,6 nhân 5 bằng bao nhiêu?,sáu nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0138,Chưa đúng. 6 nhân 5 bằng 30.,Chưa đúng. sáu nhân năm bằng ba mươi.,wrong,from_uploaded_html_embedded_map
p0139,6 nhân 6 bằng bao nhiêu?,sáu nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0140,Chưa đúng. 6 nhân 6 bằng 36.,Chưa đúng. sáu nhân sáu bằng ba mươi sáu.,wrong,from_uploaded_html_embedded_map
p0141,6 nhân 7 bằng bao nhiêu?,sáu nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0142,Gợi ý nhé. Kết quả là 42. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bốn mươi hai. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0143,Chưa đúng. 6 nhân 7 bằng 42.,Chưa đúng. sáu nhân bảy bằng bốn mươi hai.,wrong,from_uploaded_html_embedded_map
p0144,6 nhân 8 bằng bao nhiêu?,sáu nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0145,Gợi ý nhé. Kết quả là 48. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bốn mươi tám. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0146,Chưa đúng. 6 nhân 8 bằng 48.,Chưa đúng. sáu nhân tám bằng bốn mươi tám.,wrong,from_uploaded_html_embedded_map
p0147,6 nhân 9 bằng bao nhiêu?,sáu nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0148,Gợi ý nhé. Kết quả là 54. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là năm mươi bốn. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0149,Chưa đúng. 6 nhân 9 bằng 54.,Chưa đúng. sáu nhân chín bằng năm mươi bốn.,wrong,from_uploaded_html_embedded_map
p0150,6 nhân 10 bằng bao nhiêu?,sáu nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0151,Gợi ý nhé. Kết quả là 60. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là sáu mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0152,Chưa đúng. 6 nhân 10 bằng 60.,Chưa đúng. sáu nhân mười bằng sáu mươi.,wrong,from_uploaded_html_embedded_map
p0153,7 nhân 1 bằng bao nhiêu?,bảy nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0154,Chưa đúng. 7 nhân 1 bằng 7.,Chưa đúng. bảy nhân một bằng bảy.,wrong,from_uploaded_html_embedded_map
p0155,7 nhân 2 bằng bao nhiêu?,bảy nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0156,Chưa đúng. 7 nhân 2 bằng 14.,Chưa đúng. bảy nhân hai bằng mười bốn.,wrong,from_uploaded_html_embedded_map
p0157,7 nhân 3 bằng bao nhiêu?,bảy nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0158,Chưa đúng. 7 nhân 3 bằng 21.,Chưa đúng. bảy nhân ba bằng hai mươi mốt.,wrong,from_uploaded_html_embedded_map
p0159,7 nhân 4 bằng bao nhiêu?,bảy nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0160,Chưa đúng. 7 nhân 4 bằng 28.,Chưa đúng. bảy nhân bốn bằng hai mươi tám.,wrong,from_uploaded_html_embedded_map
p0161,7 nhân 5 bằng bao nhiêu?,bảy nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0162,Chưa đúng. 7 nhân 5 bằng 35.,Chưa đúng. bảy nhân năm bằng ba mươi lăm.,wrong,from_uploaded_html_embedded_map
p0163,7 nhân 6 bằng bao nhiêu?,bảy nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0164,Chưa đúng. 7 nhân 6 bằng 42.,Chưa đúng. bảy nhân sáu bằng bốn mươi hai.,wrong,from_uploaded_html_embedded_map
p0165,7 nhân 7 bằng bao nhiêu?,bảy nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0166,Gợi ý nhé. Kết quả là 49. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bốn mươi chín. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0167,Chưa đúng. 7 nhân 7 bằng 49.,Chưa đúng. bảy nhân bảy bằng bốn mươi chín.,wrong,from_uploaded_html_embedded_map
p0168,7 nhân 8 bằng bao nhiêu?,bảy nhân tám bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0169,Gợi ý nhé. Kết quả là 56. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là năm mươi sáu. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0170,Chưa đúng. 7 nhân 8 bằng 56.,Chưa đúng. bảy nhân tám bằng năm mươi sáu.,wrong,from_uploaded_html_embedded_map
p0171,7 nhân 9 bằng bao nhiêu?,bảy nhân chín bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0172,Gợi ý nhé. Kết quả là 63. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là sáu mươi ba. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0173,Chưa đúng. 7 nhân 9 bằng 63.,Chưa đúng. bảy nhân chín bằng sáu mươi ba.,wrong,from_uploaded_html_embedded_map
p0174,7 nhân 10 bằng bao nhiêu?,bảy nhân mười bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0175,Gợi ý nhé. Kết quả là 70. Bé tìm số rồi ấn vào nhé.,Gợi ý nhé. Kết quả là bảy mươi. Bé tìm số rồi ấn vào nhé.,hint,from_uploaded_html_embedded_map
p0176,Chưa đúng. 7 nhân 10 bằng 70.,Chưa đúng. bảy nhân mười bằng bảy mươi.,wrong,from_uploaded_html_embedded_map
p0177,8 nhân 1 bằng bao nhiêu?,tám nhân một bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0178,Chưa đúng. 8 nhân 1 bằng 8.,Chưa đúng. tám nhân một bằng tám.,wrong,from_uploaded_html_embedded_map
p0179,8 nhân 2 bằng bao nhiêu?,tám nhân hai bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0180,Chưa đúng. 8 nhân 2 bằng 16.,Chưa đúng. tám nhân hai bằng mười sáu.,wrong,from_uploaded_html_embedded_map
p0181,8 nhân 3 bằng bao nhiêu?,tám nhân ba bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0182,Chưa đúng. 8 nhân 3 bằng 24.,Chưa đúng. tám nhân ba bằng hai mươi bốn.,wrong,from_uploaded_html_embedded_map
p0183,8 nhân 4 bằng bao nhiêu?,tám nhân bốn bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0184,Chưa đúng. 8 nhân 4 bằng 32.,Chưa đúng. tám nhân bốn bằng ba mươi hai.,wrong,from_uploaded_html_embedded_map
p0185,8 nhân 5 bằng bao nhiêu?,tám nhân năm bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0186,Chưa đúng. 8 nhân 5 bằng 40.,Chưa đúng. tám nhân năm bằng bốn mươi.,wrong,from_uploaded_html_embedded_map
p0187,8 nhân 6 bằng bao nhiêu?,tám nhân sáu bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0188,Chưa đúng. 8 nhân 6 bằng 48.,Chưa đúng. tám nhân sáu bằng bốn mươi tám.,wrong,from_uploaded_html_embedded_map
p0189,8 nhân 7 bằng bao nhiêu?,tám nhân bảy bằng bao nhiêu?,question,from_uploaded_html_embedded_map
p0190,Chưa đúng. 8 nhân 7 bằng 56.,Chưa đúng. tám nhân bảy bằng năm mươi sáu.,wrong,from_uploaded_html_embedded_map
